coefficient,bootstrap_se,theoretical_se,relative_error,relative_error_pct
beta_0,0.06685375319815695,0.0474172535257255,0.4099035314621603,40.99035314621603
beta_1,0.06736517286666754,0.047661674927633825,0.41340338896923245,41.34033889692324
beta_2,0.06781845717924799,0.04775118260075994,0.42024665119327725,42.02466511932773
beta_3,0.06710038566546592,0.04761508387691842,0.4092254009026972,40.92254009026972
beta_4,0.06765882934727166,0.04786697390455963,0.41347622020506986,41.34762202050698
