simulation,bootstrap_se_0,bootstrap_se_1,bootstrap_se_2,bootstrap_se_3,bootstrap_se_4,theoretical_se_0,theoretical_se_1,theoretical_se_2,theoretical_se_3,theoretical_se_4
76,0.049362652707157076,0.04786601087518932,0.04891961097768219,0.049768837251179525,0.05185437718695683,0.046902019893834634,0.048583594782752634,0.04718416797023995,0.04778122763448464,0.048195283095645955
77,0.0454747044723837,0.04840079073955648,0.04515455269946431,0.04771650348013137,0.04571636365610773,0.047867047875797354,0.05024686464452511,0.046937705968394215,0.046940363193955954,0.04819491241855522
78,0.0484807406210816,0.04971112314090855,0.04874719941125687,0.05041689277928271,0.04837235860359654,0.046588516117814456,0.04932011794691597,0.047027827075981084,0.04893026040973469,0.047199341401309124
79,0.04895630630613009,0.047808898480965485,0.04646048455109979,0.04450568478197788,0.049358420926997965,0.048767458962514255,0.04726667688461225,0.04754966651468844,0.04625374921101834,0.048125968038865874
80,0.05102172687875219,0.047049674653165105,0.053075941101446776,0.04950003017653855,0.0478362051779724,0.04835562810418238,0.047136244341740914,0.0481488486200096,0.04708908199743424,0.04647814855192303
81,0.04591293336704583,0.046063511068032394,0.045028128726128394,0.045399301340753435,0.047480987717350286,0.04694168142764812,0.04717843726843666,0.04692020929498365,0.04731556455683259,0.048436433452876786
82,0.0457706801472081,0.05244381014727006,0.04965261297969115,0.04980999757360879,0.04930266595595606,0.04620147960915617,0.04978894944047158,0.04690007416309381,0.048802197346721095,0.04786567667768669
83,0.05076043954558868,0.050301542789670986,0.046356659142365454,0.04950034704588434,0.04826579471639632,0.04913082913237457,0.04794769639913981,0.046916375163793635,0.04917672205502008,0.04820141290306456
84,0.050825797626528044,0.04874051132750901,0.047581238818072094,0.04874718233354955,0.04633234120493555,0.04817506394719286,0.046549481884334346,0.04775469357426073,0.04670378524961926,0.048223094811293776
85,0.046555007969086,0.0471087130175443,0.04679260811003673,0.0443711455584555,0.04396961087217622,0.0457684446028608,0.048934335542335505,0.04648826699424489,0.0464949713005104,0.04583455760623792
86,0.043901237021866046,0.0459294210184808,0.04508308766525034,0.04549986471768778,0.04849363991093939,0.04752263892766512,0.04772056000883213,0.04740102644306623,0.04763283051355283,0.04862205842257306
87,0.049147093447780815,0.04721388343875724,0.04763858451640171,0.04683282502821564,0.0462709788021612,0.051146329996095384,0.04752281508209941,0.04881568341680613,0.04771047286215808,0.047102257214360364
88,0.04711972640347578,0.047292718458560014,0.04638540318337592,0.04975413931372431,0.047883403139814554,0.04705442722652732,0.04827063335529783,0.047182919173010866,0.04820063202973528,0.04821553447076016
89,0.04626456506152463,0.04280234065233251,0.04715234549365798,0.04964306253850231,0.046610581544430055,0.046513132923655755,0.04545006350680706,0.04681501385291731,0.047405925772447274,0.04809898017114504
90,0.050517059300756256,0.04814009103861013,0.0458689071552808,0.046866402963512514,0.047873907962732,0.048151270304335844,0.047928684954406636,0.04841149165406735,0.048124389472993974,0.04790213120813625
91,0.04834673298692719,0.044992369726930284,0.046170308953752855,0.04996887176403472,0.04565381124514124,0.04850222156112091,0.0471129672967343,0.04841498778248736,0.04973822628173125,0.0462789342069121
92,0.048912202515639595,0.046279447551821666,0.04849160703187968,0.048642363873472094,0.05122483673483905,0.04688225263984036,0.04902904528170231,0.04796852221279029,0.04712594248349088,0.04850022613633329
93,0.04617183013351825,0.04716465981261637,0.04658679798245084,0.05013792962728192,0.048136065808263274,0.04635141501450206,0.0474191932186176,0.04781240655949692,0.0481146963702211,0.047479116140138354
94,0.049224124070873884,0.04855271112345861,0.049536009049684374,0.046807258799103656,0.047382453916545025,0.04764218213824456,0.046995560846220655,0.04928616879331971,0.0476860678305138,0.04934409774065916
95,0.0494105953960678,0.050585416578960984,0.051655442615114205,0.048889665755771965,0.04872596806857167,0.0474498470866979,0.04616852030029257,0.048919688942988614,0.04756255330393272,0.048154684440067444
96,0.04760183942999702,0.044796475054687326,0.04654008441380439,0.04596700448282909,0.04684528137880669,0.04878573027485453,0.04736651119027456,0.046680263933075145,0.0468381260452384,0.04934917516616649
97,0.04732064473127944,0.045786808727937334,0.04604216089354134,0.05168295569348846,0.04521618370868205,0.0472934552641723,0.046997265765372435,0.048143010851012684,0.04800157701694412,0.04560964334010477
98,0.045986029644177126,0.04562602151348564,0.04978218887138403,0.0480827712820508,0.04402437996063622,0.048484486697965554,0.04547091832516943,0.049584801563433645,0.04600169890217819,0.04607209954308076
99,0.04502580190579314,0.04612869499108101,0.046889126256737246,0.043727395357347536,0.04889453199233717,0.04646741199514373,0.047618831375121684,0.04788876294364489,0.04769727146203353,0.0487127749987838
