simulation,bootstrap_se_0,bootstrap_se_1,bootstrap_se_2,bootstrap_se_3,bootstrap_se_4,theoretical_se_0,theoretical_se_1,theoretical_se_2,theoretical_se_3,theoretical_se_4
20,0.050358998259711775,0.044908694178167785,0.04989776736168201,0.051821849745055035,0.05146723885239105,0.048624509412161794,0.04600433136826892,0.04653289422714909,0.04888452507009164,0.05127031236236024
21,0.047652907563063104,0.04574212625708292,0.04693632570278795,0.045394813156624456,0.046051491406203994,0.04719928297052818,0.048103978592769714,0.049454763905305454,0.047695037693482316,0.046930500914476585
22,0.04675804994386882,0.05043154509247056,0.04638539805269798,0.048981687298158695,0.04950505760369162,0.04758876852088617,0.047410225607669325,0.04696961122441077,0.04594903797645914,0.047451381981647195
23,0.048868217404962944,0.0516567896842449,0.05082690820686859,0.05098404981092756,0.051406689124841885,0.04845125000524112,0.05001572149828117,0.04860577295572843,0.047651218104502666,0.048012013000280754
24,0.046906448655861105,0.049535572025866045,0.04967837498880089,0.04777770407623165,0.04723888902400903,0.046295762517716735,0.0465808813413762,0.048746260448634136,0.04748947241355755,0.04858518477380909
25,0.04873358899298942,0.04340279919271712,0.053084069994348046,0.04627009348417192,0.049016681680385386,0.04748518171466067,0.046551093143191495,0.049698206966797824,0.04685753231822555,0.04698724843965839
26,0.045206742698256946,0.04502553369335325,0.04667748788965997,0.04742091135635657,0.04695994710650258,0.045316922305629795,0.047293475969805245,0.04605398948409156,0.04851089021524425,0.048475840920330415
27,0.044247905345864154,0.048177509134624256,0.047918954700835334,0.04709242749134902,0.04900451046294117,0.046473376152695894,0.049357310170119365,0.048353841361184764,0.04936828859114673,0.047416470598348734
28,0.04649668383690351,0.04663953068953994,0.046017946708429444,0.0440005069957854,0.04739441596303294,0.04814423605597952,0.04595376948473982,0.0479663407852765,0.04725787299279764,0.04886300054565191
29,0.04445144007875868,0.0458919368079752,0.046047676941868815,0.045545881440579306,0.04708435236300348,0.047173392129479186,0.0467672977677808,0.046862638542821224,0.04868007433042931,0.04750757496211783
30,0.046556442616435434,0.04555694681056767,0.048460520702411046,0.04469091405891525,0.04663689506457376,0.0478838180302725,0.045924417235533185,0.04723196137310714,0.04655145722831652,0.04644508891931475
31,0.046434289622624206,0.04646926998491427,0.04644490945942152,0.04722330794531813,0.04554948654296794,0.047241652814476655,0.04744384426639067,0.047417253465312996,0.0487368103926509,0.0480773304743599
