simulation,beta_0_hat,beta_1_hat,beta_2_hat,beta_3_hat,beta_4_hat,ci_lower_0,ci_lower_1,ci_lower_2,ci_lower_3,ci_lower_4,ci_upper_0,ci_upper_1,ci_upper_2,ci_upper_3,ci_upper_4
0,2.501176907486152,-1.8336491220464335,3.042100333224745,0.46630422583359327,-0.6929722104975395,2.4056867462455656,-1.9178382826007163,2.937927947153376,0.36589941360490896,-0.7783011937980951,2.5936479314420877,-1.7460876766199973,3.138638208739721,0.567680441004949,-0.596023631079836
1,2.4032768285621726,-1.8279877282926338,3.1899487566220674,0.6163551655138909,-0.61499493037584,2.299271547724988,-1.9301255294837152,3.0866421146193312,0.5252476221660496,-0.7072897205464722,2.4939035319797975,-1.7298502422813784,3.2871239323061934,0.7259746187316581,-0.5153298648588115
2,2.5541366088000608,-1.7571874768182996,3.2973397823611905,0.4343490886227196,-0.6225000945402305,2.468455713291212,-1.854215245117398,3.2139167243058364,0.3406373354366844,-0.7165683833571895,2.649597202324407,-1.6629747248409668,3.3924534626985983,0.5329690500626972,-0.5079332439115477
3,2.4033569740965244,-1.884146879933672,3.247210393692405,0.5369325173084826,-0.6025049473362821,2.31509756794689,-1.9707742119587006,3.155369008103357,0.44360614733001874,-0.6886520774786481,2.499540257043405,-1.7981315409505203,3.3382809193712553,0.619185975440662,-0.5176889939403014
4,2.53809449083889,-1.7846891531755513,3.1996011748971855,0.5961536556330854,-0.7894637046382714,2.4471679487819475,-1.8743999546617494,3.1165493622509666,0.4954758894119871,-0.8888496400099515,2.6263398243220797,-1.6921287868634902,3.288005684282717,0.6869876056399228,-0.701224801328533
5,2.4861319245817555,-1.7998104393189338,3.1579336480664884,0.535882391080908,-0.7584413476106171,2.3992459541302535,-1.8886860059652932,3.0619508946883047,0.44701646072264795,-0.8612335657156412,2.5752277432281705,-1.707450660802387,3.257706439815172,0.627296781325567,-0.6619892450070372
6,2.5203693357844825,-1.7159483590928275,3.2436934696040525,0.4261375837034612,-0.7362845505642881,2.421840405156438,-1.8146783638252908,3.1412260304408486,0.3287517581099589,-0.8469996945281268,2.6097616159974093,-1.6260847322915937,3.3507535117060985,0.5152365977005885,-0.6345824379268353
7,2.503838077979591,-1.7398495613389287,3.187835987144667,0.40954438007709504,-0.694182168679087,2.4120360804382095,-1.8517082731382606,3.0926605411845562,0.3205900682333405,-0.7922984541454318,2.6025952672572426,-1.6411300777714373,3.2769900496788402,0.4983002991168862,-0.598177795478611
8,2.558250118231526,-1.8346374616846113,3.1891327687028768,0.5637232754778599,-0.7247654985993878,2.4691990463470903,-1.9234168357135675,3.0957349336686284,0.47053293408895625,-0.8256217710003502,2.650548851944796,-1.7332635268286292,3.2771782527014715,0.6512341401876492,-0.6258450190241835
9,2.5464622267951635,-1.7227586207855499,3.224251418912104,0.5115054887060776,-0.7467945187721305,2.464410132613423,-1.8064465451223406,3.145251687822568,0.4237827956174692,-0.8369480018788802,2.621450025984434,-1.6387492923921485,3.308154738252388,0.5918346192197432,-0.6623611384828048
10,2.4775579282639724,-1.8597630733348212,3.214121125966894,0.4976590014621397,-0.7363945041745416,2.3743959299931223,-1.9692525015604623,3.114299166619185,0.40335895323185755,-0.828108995315713,2.577525320447852,-1.757597959890459,3.3170305917052967,0.5951908470969566,-0.6482461374443117
11,2.5983539682373933,-1.7635219478111865,3.1517559445226935,0.4805863384209881,-0.7063332414707992,2.4961104118175537,-1.8636871676843296,3.062358449593546,0.39060385675312126,-0.7987376103860948,2.6896990633191287,-1.6679429619955797,3.25541585481677,0.58295961357536,-0.6179147991584742
