simulation,beta_0_hat,beta_1_hat,beta_2_hat,beta_3_hat,beta_4_hat,ci_lower_0,ci_lower_1,ci_lower_2,ci_lower_3,ci_lower_4,ci_upper_0,ci_upper_1,ci_upper_2,ci_upper_3,ci_upper_4
41,2.487440482449146,-1.7347582758584206,3.1180546887544605,0.5295092114091967,-0.640834310792611,2.344840580970447,-1.868013172158961,2.9912713464763887,0.3993402847024408,-0.7651669223797707,2.610228758762648,-1.6087683107088346,3.268055313469257,0.6541697410759304,-0.5178738407877491
42,2.442447259533831,-1.714594911341409,3.1902097944587537,0.3788467059380778,-0.609744324987863,2.312824481080933,-1.8507429493991074,3.0624645056066395,0.2321387818647299,-0.7391969099829028,2.5692521099042347,-1.5772331593902833,3.3470493141194595,0.5222610136679834,-0.4796582831494813
43,2.586896382764615,-1.7135548278178327,3.192548494951735,0.48794925139430184,-0.6986333662880053,2.501498573708728,-1.8004101069065142,3.1181840549823843,0.4031038487287717,-0.7824464704219303,2.6670803070831934,-1.6355074729322352,3.2784644126997695,0.5647579712268926,-0.6127420092824207
44,2.4670153926487997,-1.8272604524816416,3.113370655738792,0.48790513970266597,-0.7583171973022005,2.3833413955002647,-1.9066343627155682,3.0280054311383933,0.40597301598642227,-0.8416430090321917,2.541675114739081,-1.7417429284894212,3.1943019443522997,0.5807550913656496,-0.6781695182310353
45,2.543125505596391,-1.7340058480667588,3.1596264252342947,0.4516254901767771,-0.7127868546856432,2.448619982140534,-1.8304667845369613,3.075500768922284,0.35316750459189944,-0.80995679283247,2.638297477020686,-1.6225422807336485,3.2416758454156454,0.5353353305535086,-0.6153321730477123
46,2.49458001686396,-1.8631060587707475,3.1979771444865546,0.43202406467134113,-0.775756512528329,2.4043774250888443,-1.954916666042786,3.105682997037866,0.3342823625873337,-0.8730500942540426,2.5812038009891682,-1.765469993173963,3.2766435918478174,0.5206384625431366,-0.6870435667193584
47,2.4316216552010803,-1.8160565163341973,3.223611958377974,0.555024149081202,-0.7677500378652393,2.3427430352960816,-1.9055760230955503,3.1480472883408304,0.4578558341668117,-0.8674902119595861,2.5192145789164666,-1.7230104053547104,3.3176419657051515,0.6575764156855343,-0.6861210236199503
48,2.4582780119990995,-1.855919160970846,3.2125613619787425,0.48840222922551363,-0.7312325905514687,2.35742259397773,-1.9540662226089942,3.0990743270813037,0.3858147380721425,-0.8407560479414822,2.5618120862837066,-1.7611991455040434,3.312005277512255,0.593537572654051,-0.6360872899397064
49,2.5266138188552705,-1.7982426201046662,3.1882023132014874,0.509782242542768,-0.7827141388113081,2.4494454514957047,-1.8799928646829356,3.1038359680663947,0.43135300254981446,-0.8612587179739039,2.606503284370964,-1.7196458149864249,3.2695057767608007,0.5753596340703481,-0.7084380859815461
50,2.481933981035671,-1.8709019252281485,3.1851058870090276,0.5101820095588581,-0.6946976637651697,2.399057136088244,-1.957044951218263,3.0949620076035216,0.41853525284694015,-0.7738012801546119,2.560248110161158,-1.780390145483938,3.2692311116601034,0.6041280008887446,-0.6110552591227989
51,2.5765070632000775,-1.7810856586251176,3.131668026114282,0.548430078825335,-0.6511849438557091,2.469532467756235,-1.8850960124689418,3.0280175349457465,0.441845989296287,-0.7693075830919505,2.6835848835987264,-1.6679074200440667,3.2400672183573263,0.6611837887642019,-0.5409316920981252
52,2.5318732323875266,-1.7141779926866507,3.2419731328607546,0.4862375236565919,-0.6745254598784396,2.4530707037181987,-1.8013688252533895,3.1598393111321785,0.39925907101994906,-0.7685846226989747,2.6224248642575985,-1.6343586983169374,3.320896386186473,0.5687060705554337,-0.5915374958246938
53,2.5056005647782946,-1.8061695582392456,3.159436400705206,0.4461322078578755,-0.6340179870798636,2.408362361130165,-1.8972169683901245,3.056793492352771,0.33387115013346774,-0.7389213416897643,2.5922380382914985,-1.7181321586475267,3.261785969605496,0.5428301952553465,-0.536175011352551
54,2.5352135727650253,-1.7786005130889322,3.1904685058240916,0.5155872086753043,-0.7358416009154392,2.42813588512963,-1.8737212208810798,3.0803026669851414,0.41320466503094005,-0.8499708645820113,2.6479186549296134,-1.6660797402737728,3.304572080896132,0.6337337656654985,-0.6138690481002741
55,2.487897712421873,-1.8424009492940145,3.195176775292165,0.6001181089137119,-0.7022819025680274,2.40292953824409,-1.9237101584559628,3.1107159704159186,0.5193160821057536,-0.7883435166896322,2.575536045949444,-1.7510460865163295,3.283906218127651,0.6714022887882335,-0.6041594392029754
56,2.5153379500524338,-1.8105255930111142,3.2146147724587917,0.422222095440501,-0.6173985122092004,2.4162948698343536,-1.9145032251992917,3.121519884543103,0.32171177398586975,-0.7071748771951131,2.6288916787576024,-1.7118071653540579,3.3109607444774274,0.5367991645826993,-0.5097192777298702
57,2.6123936133319967,-1.724717971597859,3.2971721950128767,0.6716921147908214,-0.656177326452246,2.4990632807633797,-1.8470860885466778,3.184609721183388,0.5670155869930509,-0.7622408621243945,2.737498352553895,-1.612382866976341,3.4163391714080293,0.803052020566848,-0.5464266125548333
58,2.5047197415297693,-1.7533663539025697,3.232711732498353,0.4663711994066099,-0.7240319357996654,2.411728188663429,-1.8434709113306993,3.1310998613651946,0.3741691803571359,-0.8252826211408547,2.5971939298682267,-1.6594425140627642,3.3375593532967143,0.5659452463377218,-0.6260956751077225
59,2.4145994594688047,-1.8499367225561052,3.1886710622082073,0.4268972505375772,-0.7275012478958955,2.233264904491273,-2.034271765609723,3.0168091695040635,0.26133974441067004,-0.9087401546488904,2.5903343756924033,-1.6643642553564515,3.3588778848391865,0.5708665545891238,-0.5594924202874761
60,2.486873216099351,-1.800721161418335,3.2574527270543934,0.5139375673944665,-0.7077364296721931,2.3965404005097053,-1.8913726363653471,3.16418442239325,0.4170148162171274,-0.7946202340621427,2.581628322296672,-1.7143720961057478,3.3477627589786323,0.6036798135347361,-0.6203362067327869
61,2.4635122878363998,-1.9110924445189124,3.1003493237238926,0.41715629020126405,-0.6079868049563025,2.362769037265682,-2.0070885522389457,3.0027850009530694,0.31168808554408384,-0.714803896978197,2.5666269082256266,-1.8092042276575226,3.2031760013897683,0.5206448497759928,-0.4894475211415108
62,2.5057103181541214,-1.7902975944360857,3.166442160825736,0.5496753620023143,-0.7369447575398393,2.420398384529139,-1.8791342203257537,3.078200435071357,0.46942723449247337,-0.8199999631088759,2.5818958698122225,-1.6993282853152278,3.247874536388551,0.6456248296340111,-0.645972990293747
63,2.4823196867874593,-1.7737548935422365,3.209259775129395,0.5285537898695901,-0.7265960751796352,2.3757665039420943,-1.869437894681156,3.1212178756888203,0.4469211771798545,-0.8221535523521739,2.5734819182026443,-1.6884233702881033,3.3021176628410775,0.617897481300825,-0.6332681813269859
64,2.5129013728173213,-1.8115734947661484,3.264063402280861,0.49422673154409047,-0.6988075283816759,2.424627613783274,-1.9010876058298958,3.174711275667375,0.39650261844485635,-0.785931983558032,2.6011563963739834,-1.7259715344827542,3.3533777048265754,0.5753728259051989,-0.6075918846328634
65,2.479206185937335,-1.828301688967376,3.18053939410911,0.49466387516702043,-0.76865076939029,2.3930262146727657,-1.9178738840791814,3.095885416886816,0.39963525521202536,-0.8669287419473222,2.576516599240629,-1.7380537045228486,3.271725743673344,0.5800385404289989,-0.6777526189424395
66,2.4317458252351134,-1.7712127530935962,3.2821854477524086,0.5240540381438916,-0.6734067000834784,2.3513057752844393,-1.862350040817005,3.1945645152433073,0.4309530037664547,-0.7580966408338344,2.517540443866223,-1.6761003763807827,3.3582442624329216,0.6080702069325586,-0.5899184111463678
67,2.488115058530398,-1.8438018871556452,3.202419827711099,0.421971094450557,-0.7127667843736343,2.407815455047843,-1.9288061506664058,3.1106013004674273,0.33916377694404437,-0.7879855340185636,2.5748301859771763,-1.7655332077056043,3.2885303185106722,0.5029592785282272,-0.6247725804891971
